business_id,name,city,state,stars,text,date,sentiment,sentiment_score
9V0LMtO1riRw9-pUuG4NFg,Delicia,Indianapolis,IN,4,"Quick assessment: loved the queso fundido, empanada, and roasted vegetables. I thought the green rice needed more seasoning. My Ecuadorian son in law makes it; much more flavorful. At 6:30 on a Saturday evening, it was very busy and VERY LOUD. My husband was across the table and we couldn't even converse. 4 1/2 stars for food but only 3 for atmosphere.",2018-09-16,POSITIVE,0.9799255728721619
RHKhrJeq5iDRxYgobK4mCQ,Dunkin',New Castle,DE,4,"This Dunkin' Donuts is on US-13 northbound. However, southbound access is available either via U-turn at the next intersection or via the adjacent Comcast parking lot, from which there's a connecting lane. This Dunkin' Donuts is open 24/7, which is convenient for late-night or late-shift folks. I didn't check the restroom but otherwise, I could see no issue with this establishment. The indoor seating area was clean and service was straightforward and efficient.",2010-10-06,POSITIVE,0.9972118735313416
6I_DA3uqOox50rBvjrQ_-g,Aloft Philadelphia Airport,Philadelphia,PA,4,"My wife and I stayed at Aloft one night and must say these guys are all about customer service.  The AC unit in our room started making a horrible banging noise shortly after we arrived back from a day in the city. I contacted the front desk and someone from maintenance was in our room within 60 seconds.  When he realized it wasn't going to be a quick fix, he had us relocated to new room.  He offered us four free drinks from the bar for our trouble which I politely declined as these things happen and sometimes stuff breaks.  He insisted and we relented.  It wasn't necessary but it was appreciated. As we enjoyed our gratis cocktails, we enjoyed talking with the bartender. The room was nice and everyone we met,  from the front desk to maintenance, was very friendly. We'd definitely return the next time we're in town.",2015-07-30,NEGATIVE,0.9985945820808411
xDEee0p41GueCDN0EAp-YA,Phone Repair Philly - Center City,Philadelphia,PA,5,"Fantastic customer service, did a great job on my screen and expert install of new screen protector.  I'd say, move over Apple Store!",2017-06-06,POSITIVE,0.9995891451835632
caGpaptBP4BKJkpH5W6cvA,Bing's Boba Tea,Tucson,AZ,5,Good! They actually had lychee flavor drinks and grass jelly,2016-10-30,POSITIVE,0.999756395816803
hUQ9Z7kQeabvhPOAQOVV1A,Rathbone Mansions,New Orleans,LA,5,"What can I really say? Classic New Orleans feel. Great service. Great location. The building only has about 6 rooms and the rooms are extremely nice. It's nestled into the neighborhood on esplanade and is a prime location for French quarter exploration. I do recommend the extra parking provided by the hotel as finding parking on the street is next to impossible. Last trip to New Orleans l, we stayed st the Hilton. This place has them best hands down and we will defined be back for future New Orleans trips.",2017-04-08,POSITIVE,0.9993002414703369
2iQucreJtTqbEsLczhsgrA,India Sizzling II,Indianapolis,IN,5,"sensational food!

semma saapaad!!

jhakhaas khaana!!!

lai bhari jewani!!!!

sakkath oota!!!!!",2015-09-25,POSITIVE,0.9985589385032654
F8yozE3NWnImNApHO347gQ,Marrakesh,Philadelphia,PA,5,I have been here once before and remember not being that impressed. This time on the other hand we had a great time. I enjoyed all the dishes and ordered the lemon chicken and lamb. The first plate was excellent. I really enjoyed the eggplant dish with pita. My recommendation would be to go early and sit on the first floor it's much more comfortable.,2015-08-08,POSITIVE,0.9994809031486511
SbdL-8NSmTWgSwdGZBa7WQ,Fresco Pizzeria,Tucson,AZ,5,"Another five-star dining review!  Fresco serves-up wonderful fresh and tasty pizza.  We tried this store as a change in our usual fare when we visit Tucson during the gem shows.  For what you get, their prices are very reasonable.  My husband and I were new, and the friendly young man behind the counter told us about their pizza, how it is made from all fresh ingredients, etc.  The restaurant was very clean and inviting.  We ordered the meat-special pizza, which included chunks of chicken besides the usual sausage, pepperoni, ham and bacon.  The pizza was GREAT!  Crispy AND tender crust, plenty of toppings, and a ""multiple-napkiner.""  We also had a nice talk with the young owner, and you can tell his business is his passion and only wants to serve the best and highest quality food to his customers.  We will definitely return next year!  Do I recommend Fresco?...YOU BETCHA I DO!!!",2015-02-24,POSITIVE,0.9997742772102356
vcAHsailT7pS8Macwgvasg,Old Made Good,Nashville,TN,5,"I do not miss this shop every time I'm in Nashville. I love this joint, and while I miss the feel of the old location, the hip, sleek, coolness remains. I especially love the art work of one of the owners--the collage art. She's amazing. I suppose I could be wrong, but this feels like one of the places that sets the tone bar for the cool zone in Nashville. Gimme gimme more, gimme more...",2014-09-29,POSITIVE,0.9998247027397156
hehd01egY8RSpCxnPyMbQA,Loa Bar,New Orleans,LA,4,"I came to Lao Bar on a Sunday night, so it was very relaxed. It was also one of the only places nearby open on a Sunday! What's up with that! People need to drink everyday of the week, especially right before returning to work on Monday. 

The bartender was nice and helpful. She recommend drinks off the cocktail menu to us, which was very helpful because I have never heard of over 50% of those ingredients. 

The drinks were good although a bit expensive. I really liked the way they decorated the place.",2014-10-16,POSITIVE,0.9989295601844788
6OBV0LXFHVQoUWuQxJxtwA,Fulin's Asian Cuisine,Mt. Juliet,TN,2,"Nice environment, the bartender ""Jason"" could use some assistance with his people skills. But I must remind myself that there is a reason why guys like this are working low wage positions. That kind of soured my attitude. Sushi was delicious. And delivered quickly. I overall really like Fulins, particularly the Spring Hill location.",2015-12-22,POSITIVE,0.9889389276504517
RVqj00jeAxTtopbgRSbsmQ,Old Hickory Grill - Sheraton Music City,Nashville,TN,3,"The food is good, beer is good. The waitress is friendly ... the place isn't very lively. It looks sad  maybe better music  or drink specials or food specials. It's not over priced, the just place needs SOMETHING. I ordered the BBQ pulled pork sliders, they are tasty. The beer is local, it's pretty good (if you like beer).",2018-09-04,POSITIVE,0.9987189769744873
cXEx8dhmoFZcsJjXS2lLuQ,The Pasta House,Saint Louis,MO,5,Food is excellent with consistency!  Service is great with a family friendly environment. We go about once a week when possible. This is our Pasta House of choice!  All around great place to go for casual dining.,2017-05-14,POSITIVE,0.9998657703399658
dfKF-oAUf3yjnD0WBYDyZQ,The Cow and The Curd,Philadelphia,PA,5,"This curd is fantastic! Melts in your mouth, with each cheesy bite better than the one before... especially when you dip it in their chipotle mayo. It's truly the bomb!",2013-10-25,POSITIVE,0.9993653893470764
Gk2RW_SjR43QGCTJ-Tf1bw,Planet Fitness,Franklin,TN,5,"Planet fitness, specifically the one on Murfreesboro Rd in franklin, is fantastic! Being a fitness junkie and having spent many years in every gym known to man, as well as being a personal trainer for about a decade, planet fitness is refreshing. I don't have the same need to go workout for 3 hours a day and stare in the mirror at my progress and compare myself to what I looked like a month ago, and to the other people around me. And Planet Fitness caters to that. It's so clean and well maintained. The staff is super friendly and i truly believe the laid back atmosphere that  encourages you to come do your own thing when it's convenient for you is because of the attitude generated by employees.  The locker rooms are great. Never had a complaint and I LOVE the black card member benefits!",2016-06-23,POSITIVE,0.9996902942657471
Vz1QSF4nurQv2-dok55jZg,"Howard Gross, MD",Santa Barbara,CA,5,"Dr. Gross is the best. From my very first consult to my post op appointments I always felt very confident and happy. He answered questions I didn't even know that I had. Jennifer is wonderful! She made sure that every step of the way was comfortable and that I understood everything. Dr. Gross'a time line for my pain and when I would be walking tall again was to a tee. I couldn't be happier with my tummy tuck, hernia repair and lipo! I was nervous to do this but now thanks to Dr. Gross and his office I am so much more confident in myself and so so happy with the results.",2015-06-24,POSITIVE,0.9998451471328735
o3HubYII2z42Bi8kokVm3A,Magic Walking Tours,New Orleans,LA,4,We took the ghost tour in the French Quarter since we had a groupon deal.  We learned a lot about the history of the city/architecture with a splash of ghost stories at spots along the way.  We did pass the site of the infamous LaLaurie Mansion.  I would recommend using this company.,2014-10-14,POSITIVE,0.9977554678916931
sLgnx_WFCjEoPsS6NwU70Q,Le Peep,Meridian,ID,5,"This was our first time at Le Peep. We loved it!  I had the Wanderer skillet, my wife had the Taco's duo, and my kids had the Plaincakes with chocolate chips.  Everything was awesome. Way better than I expected we'll be back for sure.",2015-01-19,POSITIVE,0.9998699426651001
C_EtrXTygRX5RTUOKtO6Dg,Copabanana,Philadelphia,PA,1,"This is the worst service I have had at a restaurant in Philadelphia. First, they charged myself and the rest of my group a $5 cover, but then proceeded to seat us outside. The server forgot about us and we eventually were able to put our drink orders in. When they came,  we had lower than average margaritas and sangrias. I wouldn't come back here again.",2017-01-15,NEGATIVE,0.9987751841545105
thCbLZ69suCvVNr4gPQU1Q,JW Marriott Indianapolis,Indianapolis,IN,5,"Lovely hotel! Stayed for 5 days for business. I had my son with me and a nanny to watch him. They treated him so well!!!
The service, food and ambiance is great! We will be back!",2016-04-01,POSITIVE,0.9998693466186523
mQvRi0nm84Www71d4qOheQ,Ekta Indian Cuisine,Bryn Mawr,PA,4,"Great food and nice service. My husband and I went with another couple and brought a bottle of white wine (no corking fee). We ordered vegetarian - a super yummy paneer tikka masala and another very good dish - I think it was the alu gobi.

The ambiance is nice and pretty formal-ish. At least for dinner, it's one of those places you could feel comfortable dressing up pretty well or coming in with jeans and a decent shirt.

You don't get super massive portions: my husband and I shared two main dishes and only had a little bit left. But I thought it was a good price. Their menu is online if you Google it.

I've eaten Indian in a fair number of different places - homemade and in restaurants - and was happy with this place. It certainly isn't the best I've had, but it's better than OK. I'd recommend it, and I'll go back with friends.",2012-04-01,POSITIVE,0.9992440938949585
aZNiVR6oAMQX5__yGPvYsg,Susanna Foo Chinese Cuisine,Philadelphia,PA,4,"Susanna Foo is a great upscale Chinese restaurant; this ain't your grandparent's chinese food.  The interior is a subdued contemporary design,  and great for romantic dinners or a family outing.  The food and service are excellent, many of the classic American-Chinese dishes but with superior ingredients.  There is also a great deal of innovative dishes (and cocktails) as well.  

If you want to have amazing Chinese cuisine, definitely check out Susanna Foo's.",2008-08-18,POSITIVE,0.9997913241386414
6wPPhvw6cCB1FgNytfQAig,Tony's Pizza,Delran,NJ,5,Best chicken Caesar wrap I ever had!!! Really big menu. Restaurant was very clean. Will definitely come back many times,2018-03-17,POSITIVE,0.9995075464248657
mmBwAe9q062vKWanRfoagQ,Free Tours By Foot,Philadelphia,PA,5,"We took the history tour in Old Town on Nov 26, with Marianne R.  We got an email the night before with directions on where to meet, contact information, and how to identify her.  She was an excellent guide, full of interesting facts (Ben Franklin and tofu? who knew!) and her knowledge of the area and the history was most impressive.  She could answer the architecture student asking about window styles, the folks with obscure questions about who did what when, and knew the proper and little known term for the type of cobblestone used in the area.  Her anecdotes were so interesting and amusing, and brought an aliveness to the tour that was just fantastic. The pace was well set, she didn't lose a single person during the crossings (which is not so easy) and she had a clear speaking voice, easy manner, and great sense of humour.  Highly recommended.",2016-12-05,POSITIVE,0.9997701048851013
PY9GRfzr4nTZeINf346QOw,Peppermill Reno,Reno,NV,5,"Dave was very responsive to our review and has since ""made it right"". We will be going back in the near future and are looking forward to it!",2018-09-05,POSITIVE,0.9998565912246704
pSmOH4a3HNNpYM82J5ycLA,The Pancake Pantry,Nashville,TN,4,"A Nashville staple. A great selection of pancakes/french toast and all that sweet stuff filled with carbs.  The thing is they do it really well. I'm a big fan of the blueberry pancakes. Other than that it's your typical breakfast joint that serves bacon, eggs, and the traditional breakfast foods. Not a big fan of their coffee though, which is disappointing with all the roasters in town. 

The staff is always pretty friendly and they move pretty quick to accommodate the high flow of people wanting to chow down.

Avoid going Friday-Sunday. Its just a nightmare and in my opinion not worth standing in line for an hour or two.",2014-08-11,POSITIVE,0.9995766282081604
RrqRin8BYGrTlJbCDwtLzA,Wawa,Philadelphia,PA,4,"Wawa has pretty much everything you could want, especially at 3 in the morning. Such a convenient location, especially if you live in the quad and the fact that they are open 24/7 is a lifesaver. From the thrill of using the touch screen to place your order to the f'real shakes, Wawa is just the best place to get everything you need.",2014-08-25,POSITIVE,0.9997853636741638
Wjutpifh3rVa7bS1UK3dmA,V Vegaz Style,Saint Louis,MO,5,"When I found that Callie had departed my heart sunk, but I desperately needed a haircut, so I placed myself in Ellen's hands.  She did an equally good job, and was dryly funny.  If I hadn't done something stupid like graduated and moved away I would be going to her to this day.  As is, I'm in need of a haircut and considering an expensive plane ticket!  

I have sent friends to other stylists here, and curly or straight their hair has always come out looking amazing, so really, you can't go wrong.  And Ellen gave me a great cut for my wavy/straight/confused hair, and even styled it for going out that night!  Seriously, if you're in St. Louis and need a haircut, head here.  Do it for me.",2012-05-29,POSITIVE,0.9996699094772339
LEpQUdfFKz9UlVmU1XSmcw,fat Rooster diner,Indianapolis,IN,5,"Great place with great food & service.  The location was clean and quiet, great for a morning wake up breakfast.  Both the Hyatt and the Fat Rooster staff were very friendly, and the breakfast buffet had a lot of healthy choices.  Organic yogurt, tons of fresh berries & fresh fruit, and made to order omelette served by a very friendly gentleman that greeted us when we stepped up to the omelette bar.  Overall excellent experience and would visit again!",2018-03-04,POSITIVE,0.9998190999031067
6JFTijOMHB46yBoyVOjPCA,Santa Barbara County Courthouse,Santa Barbara,CA,4,"Most beautiful place to get married, we chose the Mural room and it was great except some people came in were rude. We knew it was open to the public but I expected a little more courtesy from them. Just as I was about to walk down the aisle people were trying to go in and we asked them to wait but they snap that they were allowed to be here. True but let the bride walk lol other tourists sat down and were very excited for us! Linda was a pleasure to email with when reserving the room. The lady at the information desk accused us of stealing a pen, it was returned I found out but she was too busy on the phone during the time and didn't notice it appearing back on her paperwork lol minor things that didn't ruin my perfect day but to be aware of. Wouldn't change the location. And bring a pen to sign marriage license  and remember no a/c or heat",2015-10-08,POSITIVE,0.9961608648300171
bXjnfT69E8DJinX-ifOofA,Wings Over Broadway,Tucson,AZ,5,"My family and I have been going to this restaurant for a few years now and my parents are very good friends with the owner, Eddie and his wife, Mary. It used to be know as Long Wong's but just recently had a name change because of it's location. You can go to this restaurant and have the very best wings in several different flavors. Ranging from Teriyaki or Honey Hot to your traditional Mild and Very Hot these wings are crispy and juicy all at the same time. If you are not up for wings they have great hamburger, hot dog, or chicken strip baskets served with very tasty fries. I absolutely love their fried zucchini and fried mushroom appetizers with ranch dressing. The atmosphere can get pretty wild during any Arizona Wildcat game as the owners are big fans. You can even just stop in for a drink at the bar and some chit chat. We have ordered their wings in very large numbers for special events and they have always had our orders ready on time and just the way we ask for them!",2006-04-28,POSITIVE,0.9998019337654114
WbA5ud4InNWkizW7HE5kRQ,Penca,Tucson,AZ,5,I can only say amazing things about this place! My boyfriend and I are on vacation in Arizona and needed a place to eat. Not knowing anything about this area we decided to resort to yelp and find something that people loved. All the reviews on here are perfect. This place is absolutely amazing! The food was great. Didn't think we'd find this place in the middle of nowhere. Tacos were delicious and drinks are on point. I tried the sangria rosa and that definitely something I couldn't get enough of. The perfect flavors blended together.  We have one more day left here and we're already talking about making this a stop before we leave.,2014-04-19,POSITIVE,0.9997908473014832
oQ5CPRt0R3AzFvcjNOqB1w,Edley's Bar-B-Que - 12 South,Nashville,TN,5,"Delicious and great prices! I had the brisket tacos, baked beans and mac n cheese. Pass on the mac and go for cornbread instead. The tacos were delicious, but if you want a bigger portion of the brisket, you'll have to be there around lunch. We went for dinner at 5 and they were nearly out of brisket. I had the oh honey! to drink and loved it. Nice ambience, no issue with service or waiting in line.",2018-09-14,POSITIVE,0.9998101592063904
QCZvkvipsfyZ_5uBy3PkpQ,Wawa,Sicklerville,NJ,1,"The worst wawa I've ever been to. Don't recommend ordering food inside: their employees are just standing and talking until you actually get something else, pay, walk around for a little, check if it's done yet and finally give them a look. That's when they go ""oh! There's food to make!"" Making latte in the morning takes them over 5 minutes, they're watching videos on their phones, chatting and slowly walking towards their stations. I hate the fact that it's the only place where I can get coffee on my way to work. I am the manager at the local pizza chain and my employees would never disrespect customers like that: if food has to be made they make it instead of talking! If the manager is reading this right now please take care of the situation, look at the cameras and you will see. The whole point of getting food and coffee at wawa in the morning it's because it's FASTER. But that's not what your employees think.",2015-12-21,NEGATIVE,0.9989426732063293
9XpU6r6ATXSWYfbU7kibaQ,Passero's Coffee Roasters,Philadelphia,PA,5,"If COFFEE is  what you are after, this is the place. Real pure bean varieties well brewed and at the right temperature. I miss the old locations. Now you can find Passero's on the concourse at Suburban Station and in the Wanamaker Building. The service is quick and friendly.",2010-05-19,POSITIVE,0.9995163679122925
g04aAvgol7IW8buqSbT4xA,Cafe Fleur De Lis,New Orleans,LA,1,"I stopped here because it looked nice and my friends and I were starving. Upon entering we were yelled at to shut the door (we were literally just crossing the threshold when the waiter snapped at us) and then he took menus and literally threw them on a table and walked away. We waited for over 10 minutes before anyone ever greeted the table and the only reason anyone ever came was because I had to flag down another server when she walked passed us (and another table who had been seated just before us who also had no server) to greet a table who just walked in. Our server was the same guy who yelled at us earlier and when I suggested to my sister that she order her food with her drink he said ""yeah lets just get this all over with at once"". The burger was disgusting, it looked like a McDonalds hamburger but greasier. I just got coffee so I can't say I tasted it but if it had been served to me I would have returned it. I had to flag the server down for the check and when I put my card out to be taken (everyone else was paying in cash) he walked by literally six times without taking the card. I ended up just paying cash. I have served my entire college career so I understand what the job is like but to be blatantly hostile is something I will never understand. Yes, we are tourists just like probably 90% of the restaurant (it was Sugar bowl weekend so the team colors gave it away) but that is no excuse to treat people so poorly. This was the first time I have not tipped someone and this is the first time I've written a negative review but I was really that upset about it. I made sure to tell all my friends to steer clear of this place when they visit.",2013-01-04,NEGATIVE,0.9996644258499146
kkcQYuF3w5iHnHMf0EnRhQ,Joe's Steaks + Soda Shop,Philadelphia,PA,5,"The best cheese steak in Philly. Maybe the best cheese steak period. Anytime I even pass remotely by during a drive from Albany NY, I stop or make the detour to joes. Everything else there is also high quality. Clean inside and the service has always been good. If you want the best cheese steak, this is the only place you should go.",2014-07-13,POSITIVE,0.9955209493637085
9OG5YkX1g2GReZM0AskizA,Romano's Macaroni Grill,Reno,NV,1,"Please, this place makes a semi-new menu and raised their prices. The food is very mediocre. i just started cooking and i make a couple pasta dishes which include spaghetti and lemon chicken piccatta.  As a beginner in cooking I can judge this place's food is horrible. A day after the food looked like it had been out for weeks. Good food can last for a day or two.When i went in there to eat the hostess was nice. first, we ordered a glass a wine. he poured the wine, missed the glass and some spilled on the table and he just ignored it. hello. idiot. waitressing 101. go back. well needless to say. not worth your money at all. ive been there during happy hour with girlfriends and its fine. not a 'high end' restaurant by any means even though they try to make it that way.",2013-04-11,NEGATIVE,0.9943037033081055
mZJNutHNRxjEeLF297v_-A,Vintage Vogue by GW,Indianapolis,IN,1,Don't be fooled by the name this is not a vintage store. Went in looking for vintage clothing and all they had was new clothing!  It's more like a platos closet for an older crowd. If you're going to advertise yourself as a vintage store you should actually have vintage!!,2014-08-12,NEGATIVE,0.9979597330093384
Zx7n8mdt8OzLRXVzolXNhQ,Milk and Honey Nashville,Nashville,TN,4,"You like a delicious breakfast? THIS is your place! I had a great brunch with 5 friends and we definitely were happy campers! There are do many choices, we all ordered different dishes and shared. We left happy, full, and with some food for the road. We'd definitely return here if we find out way to Nashville again",2018-08-15,POSITIVE,0.9997983574867249
eJYvM2Zy5BloOYGldWmAVw,Chateau Cafe,New Orleans,LA,5,"These people are so super friendly. I had breakfast here Friday and it was amazing. 
Then today went to get some water and the two workers there incredibly nice, yet again. Great service, great food, and very hospitable",2017-06-19,POSITIVE,0.9998745918273926
cOXVi0GEeQC6m8SN0Q522g,Sal & Pat's Pizza,Bellmawr,NJ,1,"We got 50 wings last night. We ate a few and just couldn't believe how small, over cooked and horrible they were. Trashed them! Never going back!",2016-04-25,NEGATIVE,0.9992120265960693
d_tRshM-w6S4QxE4VVi8tQ,Jones,Philadelphia,PA,5,Was there with my family for dinner.  Waiter was great and came up with good suggestions.  Food was great and came out in a timely manner.  The Mac and Cheese was the best I ever tasted.  Interesting retro shag carpet.  Kids loved it and so did I and the wife.  If we are ever back in Philly in this area we will be sure to visit again.,2015-09-24,POSITIVE,0.9998531341552734
Oun4NN-u5yiHIxDqtJnxgA,Federal Donuts,Philadelphia,PA,3,"The Indian cinnamon donuts are delicious!

The rest are just OK, the fancy donuts were nothing to rave about and I had such high expectations for the fried chicken, but it was also pretty standard stuff.

But definitely grab a dozen Indian cinnamons.",2014-05-07,POSITIVE,0.9995071887969971
SFKjUQ1gmfwm7cJhMCFmkA,ZigZag Scallop,Hernando Beach,FL,5,We had a nice lunch there today. Nice they are open Sunday's. We went for the fresh shrimp... I had the Butterfly Shrimp and wife had the Shrimp Taco's. Wo and nicely done... tasted very fresh. Waitress said they get the shrimp from next door and considering the line of 20 shrimp boats docked behind the place it seemed the way to go. Waitress was prompt and courteous and all the food in a timely fashion. Definitely will be back!,2017-12-17,POSITIVE,0.9997319579124451
-nJtYj93GiX1N615LlNOrQ,Blue Dream Vapor,Voorhees Township,NJ,5,"AWESOME! The employees/owner are the nicest, most welcoming people! Best Vape shop I've been to. Super cool environment, HUGE couch and big TV, a flavor bar, and much more. Great for beginners to king vapers. Exclusive juices!

CHECK THEM OUT!",2014-06-14,POSITIVE,0.9998496770858765
I5KZm-NnxYeEQsmp6nK5_w,Las Cazuelas Restaurant BYOB,Philadelphia,PA,5,"Made a reservation last week for a party of 30, we were accommodated on the second floor which was nice and roomy. We even had our own bar and the best part that its BYOTEQUILA. The food was fresh and delicious, the staff was friendly and very welcoming. We had some vegetarians in our party and we're very accommodating to their needs. Love you Las Cazuelas. We will definitely book another party there soon.",2016-08-26,POSITIVE,0.9998266100883484
HDuR_Dtb5xLQyTbz53DJ9Q,Dove Mountain Brewing,Marana,AZ,3,"Cons- This bar has a very, very, VERY limited food menu.  But the kitchen somehow takes up 1/3 of the restaurant.  Not sure what that is about.  The prices are extremely high in proportion to the food quality and portion size.  A chicken sandwich that is a little bigger than a slider, for $13, no fries.  A side order of fries is $4, and about the same size as fries in a happy meal.  $17 + tax and tip, and unless you're 9 yrs old you will still be hungry. 

Pros- The staff seem very friendly.  Especially the redheaded bartender, she is very pleasant and accommodating.  They have a nice beer selection, and you can buy a growler to go of your favorite beer.  The wings are really good too.",2018-01-22,POSITIVE,0.9080034494400024
37BpNvlEAT6WVGsksrHbBQ,Batter'd & Fried Boston Seafood House,Nashville,TN,2,"Everything here is sticky. Sticky floor, sticky table, sticky soy sauce bottles, sticky receipt book...  I got the sushi lunch special. The salad was pretty good, but the miso soup was super super salty. The sushi (crunchy shrimp roll) was good, but next time I'll go to Koi which is close, clean, and has much better food.",2015-04-15,POSITIVE,0.8835906386375427
TDKBPcViJQDMrdUm6a9XZA,The Depot Craft Brewery Distillery,Reno,NV,2,"The building is so charming, I really wanted to love this place.  The food is meh.  If you just want a beer in a charming atmosphere and don't care much about the food, this is your place.",2018-04-15,POSITIVE,0.9998175501823425
GBTPC53ZrG1ZBY3DT8Mbcw,Luke,New Orleans,LA,5,Great time at USMC birthday celebration! Met so many beautiful Marines from all over the US. Thank you John Besh for a great celebration with deelish food and drinks! Semper Fi!!!,2012-11-11,POSITIVE,0.9998447895050049
BxveuvYElRjEIuVNiJAEtA,Best in the West Nugget Rib Cook-Off,Sparks,NV,5,"Arrived early at 10:30AM and found the best parking spot possible.  Right near the arts and crafts and not smashed between any other cars.  I was planning for a loooong walk, but luckily was less than a block away.

We hit up the Arts and Crafts first and I was impressed by the selection.  Lots of snacks (nuts, popcorn, sauces, candy, etc.), clothing, toys, decorations, etc.  I ended up buying a dutch oven pot, Angry Bird keychains and popcorn.  I could have gone crazy, but I resisted the urge!

We ate at the Checkered Pig first and had the Rib Sampler and 1/2 a dozen of Hush Puppies.  Loooove the sauce!  Great taste and doesn't taste store bought like some of the other ones did.  I'm actually planning on going back to buy the sauce.  And the Hush Puppies ... what can I say?  Pretty good flavor, but really though ... how can you go wrong with Hush Puppies?!

We also stopped by the Carson City rib booth and tried their Rib Sampler as well as a Chicken Kabob.  I was slightly disappointed with their sauce.  The ribs were tender and chicken was cooked good, but in my opinion, I think their sauce tasted store bought.  I apologize in advance because I'm sure there's some Carson City rib lovers on here that have now put a hit out on me.

Lastly, we ended up getting Fried Mushrooms and a Strawberry Funnel Cake.  Fried Mushrooms didn't have much flavor and they were what they were.  Just battered mushrooms deep fried.  At least we tried them, but we had high hopes and were slightly disappointed.  The Strawberry Funnel Cake was super filling!  It was cooked perfectly ... it was fresh and just crunchy enough.  

We also scored some ""official gear"" for this cook off with a mens t-shirt, pig beaded necklace and a rib cook offf pin.  We drove to Reno for this event, might as well remember it!

Overall, we loooved this festival.  Everyone would always talk about it and we fiiinally made it out.  I'm pretty impressed and now would like to see what the next years cook off will bring.  On that note, we're going back tomorrow to hit up some other booths we wanted to try but had no room in our bellys.

Helpful tip:  Bring an umbrella for shade when you walk/wait in lines and a chair to sit on.  Seating seemed to be very limited so racing for a seat once someone gets up is never fun.  Ribs and sides are hard to eat!  I'm surprised they didn't offer more tables/chairs.  That's the only downside.  Free event = can't complain.",2011-09-02,POSITIVE,0.9945224523544312
oYzq49fG7jokPLQ38bFMOw,Hachi,Chalfont,PA,5,"Hands down the best sushi around! The rolls are creative and fun, the fish is fresh, and there are so many different options. There are many other menu options, but I can't stray from the delicious sushi!",2015-12-23,POSITIVE,0.9997674822807312
euu_JA0YFf63f75uaVSyng,Americano - Freestyle Tapas Bar,Nashville,TN,5,"Great place to have some small bites and some local beer! 
I had the charcuterie plate and it was wonderful. It should be split to allow you to try different things. I will do that next time. The rest of the menu looked great as it passed by me on the way to other tables. 
If there had to be a highlight in this wonderful place it would be Nick the bartender/waiter who made me feel welcome and gave great advice on dinner. 
Will be back in Nashville and hope to share this gem with my lovely wife!",2017-03-30,POSITIVE,0.9998338222503662
P48O-s2OOVq8UBtskQ90tQ,Uncle Ed's Restaurant,Edmonton,AB,1,Ok the picture of that hamburger was exactly how it tasted I don't think I ever had a hamburger that was as bad as this one I sent it back and I won't be back. 711 has better burgers,2015-03-05,NEGATIVE,0.5325412154197693
lS1dmSXpAtQqT04eRm9kiA,No Anchovies,Tucson,AZ,5,Loved this place 10 years ago when I was in college and love it now that I'm back in town. Pizza and ranch are really good. They did renovations and it looks so much better inside and upstairs.,2018-05-10,POSITIVE,0.9998378753662109
6aoXAXNrL7KrGBVRYBMFWw,Andre Richard Salon,Philadelphia,PA,5,"First of all, I have mixed hair, which can be tricky when trying to find a good hairdresser. I went there today, very nervous in order to get a blow out and a trim. Eric was my hairdresser and all I can say is that he is AMAZING! My hair is silky and straight! I will definitely go back!",2015-04-01,POSITIVE,0.9997758269309998
sdry33zdnowRzDrWaNdcFw,Ciconte's - Swedesboro,Swedesboro,NJ,1,Almost an hour and a half for delivery of one pizza pie. Check out the receipt and time on the adjacent iPhone. We were all disappointed with the speed of delivery. We understand pizzas can take a while to make and get delivered but an hour and half for delivery in the same town? Not good.,2016-10-15,NEGATIVE,0.9996562004089355
i7syG2Gyr_qVPR1GwehzuA,Fleming's Prime Steakhouse & Wine Bar - Indianapolis,Indianapolis,IN,1,"The steak is okay. I give it a 1 because it's not worth the price. Very expensive. You can find a much better steak at other restaurants in town. Plus, my experience was dampened by some annoying couple trying to sell me real estate as I ate at the bar.",2013-04-14,NEGATIVE,0.9948457479476929
vCHNWdW-ys-nWUx3Cpvk8Q,Swiss Haus Cafe & Pastry Bar,Philadelphia,PA,5,I have enjoyed everything I have bought here. Everyone raves about everything I bring to family gatherings and other celebrations.,2017-08-16,POSITIVE,0.9998296499252319
DuzsdCH0_Qrrs40qjj5dlg,Regal Cinema,Port Richey,FL,2,Gross. Walking in and the place looked the same ad it did in the '90s. Beware of candy left on the seats! Will not be back here any time soon.,2014-01-18,NEGATIVE,0.9995694756507874
mcr1lAEdvGLMJhuPwI3I2A,101 Taiwanese Cuisine,Reno,NV,5,"This place was fantastic. I discovered it by accident when I walked past. The lady stepped out the door when I was reading the menu and handed me a paper one. She stood there very patiently answering all my questions about the difference between Chinese food and Taiwanese. (the answer: since Taiwan was occupied by Japan for a while, there is quite a bit of Japanese influence in the food.)
Hubby and I went  back for dinner a couple days later. Yum! The service was great, the food was fresh and fantastic. The options were varied. I was very impressed.
I would definitely recommend the Zha Jiang (basically Taiwanese spaghetti).",2014-07-14,POSITIVE,0.999737560749054
